date,type,category,amount,content
2025.11.17, Income ,taxi,250원,
20240622,allowance,restaurant,236000,not_available
2025.03,payment,game,124천원,수업
02/12/2024,출금, congrats ,148000,교통비 urgent
2026/03,allowance,eatout, 83 ,점심 urgent
2025-08-05,expnse,movie!!, 209 ,월세
2026-01, Expense ,subway,3천원,카페 현금
2025.02.11,지출, movie ,3천원쯤,월세 urgent
2024년05월24일,payback,vacation,215만 원,
2025년04월04일,지출,concert,147000,점심
2026/04/07,수입,eatout,163만 원,카페 현금
2025.05,용돈,cafe,233원,온라인 주문
02/05/2025,payment,cat snack!!,144000,병원 환불건
2025-03-22,salary,mart,60.7,not_available
2024/09,used,flight,223000,온라인 주문
2025.12,payment,pet,220000,월세 현금
2024.11, Income ,groceries,101000,기념일 memo
2025.06,allowance,starbucks,175원,not_available
2025/12,지출,medical,153000,수업 #2
20250223,used,netflix, 194 ,수업 확인필요
2025.04.24,used,TRAVEL,약 62만,수업
2024/02,buy,coffee,62원,카페 urgent
2026/03,expense,hobby, 59 ,
2025.11.01,용돈,bonus,24원,저녁 확인필요
09/28/2024,지출,bonus123,3천원쯤,점심
2024.11.14,expense,pay,34천원,수업 카드
20250402,refund,birthday gift,64.7,
2025-09,출금,dog food,-135원,게임 결제
06/10/2024,출금,travel,101000,not_available
20240706,expense,DINNER,12..3,친구 만남
2024-06-12,용돈,ONLINE SHOPPING,128만 원,저녁 확인필요
2025-04,expense,utility,115000,병원 환불건
2026-02,수입,COURSE,약 130만,출장 카드
2024/01, Income ,electricity,35천원,
2025-06, Expense , salary ,,게임 결제
2024/12/24,expense,subway,33000,월세 urgent
2024.07,buy,dinner,233천원,수업 현금
03/26/2024,expense,concert,179.4,월세 현금
2025.01.29, Income ,taxi,168만 원,게임 결제 #8
2025/10,used,,51만 원,월세 환불건
2025-01,지출,utility,166원,저녁 urgent
2025-10-24,buy,gas,185원,수업 환불건
2025.03.01,refund, present ,약 40만,카페 현금
01/05/2026,expnse, pharmacy , 242 ,교통비 urgent
2024.09,other,travel,134000,출장 현금
01/24/2026,spend,taxi,-166원,게임 결제
2024-09-12,buy,starbucks,104000,
2025-09-11,expense,flight,166000,카페 memo
02/23/2024,bonus,fuel,192원,온라인 주문 현금
2024/08,spend, coffee ,45만 원,월세 #4
20260425,bonus,,-230원,카페 urgent
2024.07.02,용돈,pharmacy,41원,not_available
2025-02-13,refund,travel,-,저녁
06/04/2024,,eatout,96.2,저녁 카드
not_available,지출,utility,247000,게임 결제 memo
2026-02, Income ,netflix,132만 원,카페 확인필요
2025.02.24, Expense ,vacation,184천원,not_available
2025/04,other,cafe,99만 원,월세
2025년12월03일,출금,transport,28원,수업
2025.09.06, Expense ,, 101 ,월급 카드
2025-07,payback,pet,170만 원,교통비 환불건
2024-02-05,buy,book, 29 ,환불 환불건
03/06/2025,수입,gift,197천원,기념일 urgent
20241017,용돈,electricity,242천원,월세
2024.12, Expense ,FASHION,204천원,카페 카드
2026-02-30,payment,cafe,-136원,출장 환불건
2025년05월08일,bonus,monthly pay,??,마트 장보기 환불건
2024/01/13,income,online shopping,not_available,저녁
20250823,used,Salary,80천원,not_available
03/01/2026,bonus,HOSPITAL,무료,카페 환불건
01/01/2026,입금,event gift,194천원,출장
2026/03,payback,hotel,??,not_available
2024-10-20,용돈,travel,-,온라인 주문 카드
20240618,expense,pay,206원,게임 결제 카드
2024.10,expense,Salary,122천원,마트 장보기 urgent
2024.05.28,spend,starbucks, 49 ,월세 urgent
2024/08/19, Expense ,clinic,-151원,카페
01/26/2024, Expense ,pet,-206원,병원 urgent
20250223,payment,meal123,-51원,월급
2024/12/16,payment,gift,1000,수업 현금
2026-03-22,출금,mart,무료,기념일 urgent
2024.05.08,used,travel,57000,온라인 주문 환불건
2026-13-40, Income ,,162천원,not_available
2024.08.17,used,RESTAURANT,243천원,
2024-03-24,수 익,online shopping,-,not_available
2024-01-22,salary,netflix,-97원,온라인 주문 urgent
2025-04-23,payment,food,-117원,
abcd,incomee,concert,-51원,월세
2024.03,allowance,pharmacy,24000,기념일 현금
2024년10월13일,수입,gas,약 96만,게임 결제 #1
2025년01월03일,incomee,subway,90000,게임 결제 #8
2025년04월10일,incomee,monthly pay, 127 ,기념일 확인필요
2025년11월08일,buy,hobby,,온라인 주문
2025/05,expense,clothes,무료,환불
2024-12-13,입금,latte,103000,월세
2025-11,income,lecture,34천원,병원 현금
2025-01,income,subway,not_available,월급
2025/03/10,입금,uber,192만 원,친구 만남
2026-02-30,buy,starbucks,147만 원,병원
2024/08/11,salary,monthly pay,243만 원,기념일 확인필요
2026-13-40, Income ,dog food,무료,병원
2024년03월05일,buy,Shopping,62천원,친구 만남 환불건
2024년01월16일,입금,birthday gift,88원,병원
2025년09월08일,spend,train,48000,온라인 주문 urgent
2024년10월12일,출금,vet,227원,카페 확인필요
20250911,수입,dinner, 173 ,병원 환불건
2025-09-16,payback,PRESENT,245천원,수업 확인필요
2024년01월24일,payback,restaurant,82000,게임 결제 #8
2026년03월26일,지출,cat snack,약 만원,월세
abcd,출금,movie!!,약 38만,수업
07/22/2025,buy,food,245000,환불 urgent
2025.07.26,payment,BOOK,184만 원,월세 확인필요
02/19/2026,buy,SALARY,217원,온라인 주문 확인필요
2024.06,출금,study, 188 ,점심 memo
20240203,salary,hotel,225원,not_available
2025.04.07,payback,birthday gift!!, 49 ,온라인 주문 환불건
2024/07/28,incomee,VACATION,224천원,수업 카드
11/23/2025,bonus,,242원,
2025.08,수입,tour,-,수업
2025.02.26,buy,DINNER,168만 원,수업 #2
2024-06,bonus,cafe,약 50만,카페 urgent
12/17/2025,출금,mall,,
2026.03.05,지출,Salary,142만 원,월세 카드
2024-08-31,payback,pet,-31원,마트 장보기
2024-08,other,water bill, 84 ,여행 준비 환불건
2024/03/31,used,DOG FOOD,85천원,온라인 주문
abcd,입금,internet,-10원,교통비
2024/07,출금,,192원,카페 환불건
2024/04/18,used, vacation ,-,카페 카드
20260205,지출,lecture,242만 원,월급 urgent
2025.08,bonus,transport,128만 원,마트 장보기 memo
10/19/2025,spend,travel,213원,여행 준비 #5
2025-04,unknown,lunch123,236만 원,저녁 현금
2025/08,payback,trip, 107 ,게임 결제 urgent
08/11/2024,used,book,-26원,병원 #2
2024-01-27,payment,coffee,129000,
2025-02,수입,travel,약 196만,병원 #6
2024-08,지출,internet,177원,온라인 주문 환불건
abcd,지출,dog food, 89 ,not_available
2024-02-07,용돈,dessert,-239원,병원
2025년07월31일,수 익,present,202원,not_available
2024.04.15,refund,dog food,94천원,기념일
2025-01,payback, FOOD ,86천원,마트 장보기 #4
2025/05,payment,transport123,10원,카페 현금
2025.11.07,,pet,39원,점심
2025-09-12,used,gift,45원,온라인 주문 현금
abcd,buy,game, 50 ,친구 만남 현금
2026.03.12,payback, salary ,11.8,카페 환불건
2024.07,지출,train,228천원,환불 확인필요
20240611,expense,study,231000,여행 준비 urgent
2024/01,expense,hotel,66.5,월세 환불건
2025.04,spend,,120천원,친구 만남 현금
2025.09,??,dessert,35만 원,친구 만남 urgent
2024-01-28,용돈,GAS,184천원,친구 만남 확인필요
2025-04,buy,taxi,-195원,기념일 memo
2024/10/03,expense,bus,67만 원,not_available
2025-04-27,출금,dinner,167원,마트 장보기 urgent
20250310,used, monthly pay ,106원,
2024-04-03,수 익,MEDICAL,12..3,not_available
2025-01-16,salary,coffee,9원,게임 결제 현금
04/29/2025,지출,vacation,약 192만,교통비
11/25/2025,buy,,185000,기념일 #2
2026년03월10일,출금,hobby,115천원,병원 카드
2025/05/23,used,gift, 158 ,온라인 주문 카드
31/31/2026,출금,gift,68000,수업
2026년02월22일,용돈,hospital,not_available,친구 만남 urgent
20250310,지출,TRIP,148천원,월세 urgent
2025-06-28,expense,study123,약 248만,여행 준비 urgent
20240616,used,pet,17.4,온라인 주문 urgent
2024.10.28,used,hobby,204.1,교통비 memo
04/08/2026,refund,dessert,110만 원,월세 카드
2025-04,payback,bonus,2원,출장
2025/09,용돈,eatout!!,64만 원,
20241012,salary,dessert,105원,수업 확인필요
2024년05월15일,expense,movie,65만 원,월급
2024.05,spend,meal,-46원,게임 결제 카드
2025.10.26,용돈,electricity,,점심 카드
2025.07,expense,movie,89만 원,병원 memo
12/26/2025,income,vacation,36원,병원 현금
2026/99/99,spend,birthday gift,138만 원,마트 장보기
2024년02월15일,bonus,lecture,118원,출장
2025/03,spend,monthly pay,약 110만,교통비
2026/01,expnse,restaurant,144000,점심
2024년08월21일,payback,electricity123,45000,월세
2026/99/99,수입,fuel!!,199천원,환불 카드
2026.04,unknown,STARBUCKS,40000,카페 환불건
2024/10/27,용돈,pet,-164원,월세 카드
2026-03,income,online shopping,192000,친구 만남 urgent
2024-12,used,event gift,158000,온라인 주문 확인필요
2025/05,수입, cafe ,13000,점심 #2
2025.05,allowance,coffee,14000,친구 만남 카드
2024-04,payment,trip,34만 원,월세 memo
2025/01,지출,uber,146000,점심 memo
2024/09, Income ,clothes,74.8,교통비
2025-11,income,dog food,약 만원,교통비 urgent
2025.01,salary,MEAL,35천원,온라인 주문 #8
2026-02-30,buy,meal,220000,교통비 urgent
2026-02-30,bonus,,202원,친구 만남
2026.04.30,입금,transport,210천원,카페 memo
2024/01/09, Expense ,clinic,약 187만,기념일
2025/09,used,salary,210원,교통비 #2
2024-08-17,입금,pet,155원,친구 만남 확인필요
2025.01.04,입금,transport,무료,출장 환불건
2024/08,출금,Shopping,약 만원,친구 만남 카드
05/05/2025,income,present,무료,기념일
03/19/2024,used,rent,-89원,월세 #3
abcd,payment,meal, 129 ,
2025-11-18,용돈,clinic,98.3,
2025-04-17,입금,income bonus, 102 ,카페 환불건
abcd,payback,food,17000,
2024.09.12,bonus,concert,76000,출장 #3
2025-09-06,used,train, 37 ,온라인 주문 memo
2024년04월25일, Expense ,movie,133.3,출장 환불건
2025년07월30일,bonus,lunch,113천원,온라인 주문 확인필요
12/29/2025,bonus, FOOD ,118000,게임 결제
20250101,수입,congrats123,abc123,마트 장보기 확인필요
2024/03, Expense ,salary,20원,점심 memo
10/07/2025,payback,study,-130원,카페 환불건
2026/99/99,payment,,약 72만,수업
not_available, Expense ,monthly pay,199원,게임 결제
2025.10,payment,taxi,224원,월세 현금
2024/01/31,payback,Food,203000,점심 urgent
10/05/2025,payment,NETFLIX,-45원,여행 준비 urgent
2025-08,입금,hobby,약 22만,기념일
20240621,income,gift,70000,여행 준비 #3
2024/04,payment,concert, 125 ,저녁
20250421,unknown,,115천원,
02/11/2024,spend,lunch,164.3,환불 #9
2025.05.09,used,netflix,169000,여행 준비 urgent
2025.12, Income ,subway,-17원,저녁 현금
2026-01-08, Expense ,SALARY,66000,월급 #9
,spend,hotel, 246 ,여행 준비 #3
2026.01,수 익,event gift,12..3,환불 #6
2024.04.07,수입,dog food,약 147만,
2025/02,buy,mall, 147 ,마트 장보기 카드
2024-04-21,payment,EVENT GIFT,152.0,게임 결제
2025/06,expnse,dogfood,-216원,카페 카드
2024/06,spend,flight,105000,온라인 주문 확인필요
2024/05,지출,eatout,약 115만,기념일
2024.12.07,expense,dessert,15000,온라인 주문
2025.01,income,gift,-199원,not_available
2024/12/09,지출,starbucks,95원,게임 결제
2025년01월01일,allowance, coffee ,약 56만,기념일
20260228,refund,study,193만 원,카페
2026-02-30,buy,shopping!!,69000,월급 카드
2024-10, Income ,event gift,4000,기념일 환불건
2025/08,출금,tour, 213 ,
20251214,used,,183원,수업 카드
07/28/2024,buy,taxi,57만 원,출장
2024년01월24일,입금,vacation,-89원,점심 memo
abcd,출금,travel,77천원,수업
2025/01/01,expense,shop,98원,병원 환불건
2025/08,입금,ONLINE SHOPPING,90000,수업 #6
not_available,payment,CAFE,약 207만,병원
2025.02,refund,,69만 원,병원
2024-02-04,수입,gift,-220원,월세 현금
2024.07,지출,Shopping,-15원,not_available
2024/04,payback,BUS,-126원,마트 장보기 환불건
2025년12월06일,expense,utility,169000,친구 만남 #9
03/29/2026,used,taxi,209000,
2025-06,expense,CONGRATS,131.9,병원 urgent
2024년11월01일,수입,shop, 27 ,월세
2024년02월16일,salary,fashion,-151원,월세 환불건
2025/08/19, Expense ,  coffee  ,194000,여행 준비 카드
20251228, Expense ,GIFT,32000,기념일 카드
2026/01,bonus,shopping,3천원쯤,출장
2024/02/01,salary,movie,-,친구 만남 현금
2025/08/15,allowance,CONGRATS,31만 원,카페 카드
2025/05,used,RESTAURANT,243원,기념일 환불건
2025/12/19, Expense ,taxi!!,196000,환불 현금
03/01/2026,income,study,abc123,기념일
20240918,allowance,present,190원,
2024/03,지출,concert,,친구 만남
2025.11.14,payment,dogfood,92만 원,환불 확인필요
2024/08/14,지출,bus,181천원,저녁 memo
2026-13-40,refund,STUDY,202000,점심 urgent
2026/04, Expense ,salary123,142.4,온라인 주문
2024-01,expense,bakery123,153만 원,기념일 환불건
09/14/2025,refund,,239.7,출장 urgent
2026/02,지출,snack,127원,게임 결제 확인필요
2024-11-23,allowance,flight,"1,2,3",병원
20241111,allowance,vet,"1,2,3",게임 결제 urgent
not_available,used,book,38000,여행 준비
2026/99/99,spend,groceries,218원,not_available
2026년01월19일, Income ,,5000,마트 장보기 #3
2026/01/13, Income ,cat snack, 58 ,친구 만남
2025.07,spend,trip,-225원,마트 장보기
not_available,buy,bakery,175.8,
2024-01-16,출금,shop,119만 원,출장 memo
04/07/2025,지출,game,약 134만,게임 결제 memo
2026.02.04,payback,Food,174만 원,not_available
2026-13-40,payback,birthdaygift,41원,수업 확인필요
2025.06.29,used,birthday gift,34원,출장 카드
2024/07/13,refund,food,약 231만,카페
abcd,salary,gas,119000,게임 결제
2025년01월06일,bonus,vet,158천원,
2026년02월03일,spend,mart,180000,친구 만남 카드
20250502,refund,subway,117천원,게임 결제 현금
2024년08월03일,refund,vacation,238.0,월급 카드
20250209,used,flight123,57천원,기념일
abcd,refund, subway , 202 ,출장 확인필요
2025.07.04,spend,study123,154000,기념일 현금
2026-02-17,,salary,60원,온라인 주문 memo
01/14/2026, Expense ,uber,90원,점심 #7
2025/11/29,expense,present,244만 원,
2024-12,expnse,cat snack,19만 원,월급 확인필요
2025/12,용돈,pay,125천원,수업 #2
2024/11/12, Expense ,cafe,205000,환불 #4
2024.01, Expense , food ,3천원쯤,점심 urgent
2024/07,,travel123,4원,병원 확인필요
04/23/2026,expense,birthday gift,abc123,점심 환불건
2025/08,payment,cafe,-12원,수업 #5
2024-02,출금,Salary,약 159만,기념일 환불건
2024.06, Expense ,online shopping,abc123,교통비
2025/08,출금,birthday gift,-108원,
2024.12,payback,,179.6,저녁 확인필요
2025/05,출금,internet, 68 ,병원 현금
08/20/2025,expnse,,65.0,점심 #6
2024-06-22,spend,birthday gift, 59 ,카페 memo
2024.02,지출,coffee,104만 원,카페 현금
20260128,salary,medical!!,-248원,병원
12/24/2025,지출,tour,133000,수업 #4
2025.02,allowance,flight,64000,게임 결제 현금
2024/09/27,refund,cat snack,,
2025-03-22, Expense , train ,133000,게임 결제 카드
2024-08-29,spend,mart,약 181만,여행 준비 memo
2026.02.25,refund,medical,-111원,
31/31/2026,수 익, FOOD ,185천원,
2024.04.22,용돈,uber,무료,수업 환불건
2026-02-30,expense,food, 217 ,not_available
2024.02,용돈,vacation, 136 ,점심 urgent
2026-02,출금,water bill,십만원,게임 결제 카드
not_available,용돈,vacation123,-100원,친구 만남 환불건
20241129,spend,pharmacy,7000,월세 확인필요
2026-02-30,buy, transport ,-53원,병원 #7
2025.09.06,other,concert123,무료,
2025/08/30,spend,clinic,42원,기념일
2024-11-30,refund, birthday gift ,"1,2,3",저녁 카드
2026-03-11,expense,water bill,56.5,월세 현금
2026.02.05,payback,mall,,출장
2024.10.08, Expense ,latte,-108원,친구 만남 memo
2024-09-06,unknown,birthday gift,190만 원,여행 준비 urgent
2024/10/15,지출,dog food,183000,월세 현금
2024-12,payment,Shopping,183원,여행 준비 환불건
2025.04,other,trip,31원,마트 장보기 환불건
2025-09-22,income,water bill,214000,온라인 주문 확인필요
2024-07,used,clothes,약 8만,온라인 주문 확인필요
2026.03.12,??,event gift,약 17만,출장
2025-10-14,salary,internet123,92만 원,수업
2025년07월25일,용돈,flight,3천원쯤,not_available
2026/01/31,allowance,pharmacy!!,95.7,친구 만남 현금
20250204,income,dog food,108원,기념일
2026/99/99,payment,Food,12원,not_available
2025년12월03일,출금,transport,약 만원,월세
20240305,payment,mart,-106원,온라인 주문
20241102,buy,event gift, 39 ,점심 환불건
2024.07.17,출금,income bonus, 24 ,마트 장보기 현금
2024/11, Expense ,fashion,204만 원,여행 준비 확인필요
2025.10.31,salary,dessert,3.9,병원 확인필요
20260407, Income ,subway,203원,환불 확인필요
2024.05.20,??,bakery,약 14만,수업 urgent
2025-06,payment,clothes,205.5,병원 환불건
2025-07-29,payback, tour ,192천원,온라인 주문 확인필요
2024.06,allowance,bonus,65원,
20251202,spend, dinner ,22만 원,
2024-12-21,출금,meal!!,141000,출장
2025.05,출금,course, 178 ,출장
not_available,expnse,pet,10천원,온라인 주문 환불건
11/01/2025,출금,transport, 5 ,월급 urgent
2025년05월30일,income,monthly pay,32000,not_available
2024/05/23,입금,mall,abc123,저녁 #5
2026-13-40,payment,study,220원,수업 memo
2025.03.04,payback,dessert, 14 ,저녁 환불건
2024-04-25,payback,hobby,1000,교통비 카드
abcd,payment,tuition,206000,기념일 카드
2025-08,incomee,electricity,149000,카페
02/09/2025,수입,rent,9000,친구 만남 urgent
2024-02,입금,fashion,약 58만,여행 준비 memo
2024.07,expense,vacation,십만원,저녁
01/11/2024, Expense ,internet,-214원,게임 결제 환불건
2025-07, Income ,fuel,25천원,카페
2025-12, Expense ,dog food123,125만 원,게임 결제 카드
04/16/2026,expense,congrats,212원,기념일
2025-01,salary,travel,83천원,월세 현금
2024/06,refund, movie ,221.1,
2026년03월17일,expense,,209만 원,not_available
2024.05,buy,mart,-127원,
2025.04.20,buy,hospital,-168원,수업 환불건
2025-10,other,vacation,210원,
2024년05월03일,bonus,vet, 201 ,not_available
2024/04,spend,vet,139원,게임 결제 카드
2024.10,payment,train,138000,게임 결제
2026-03-02,payment,bonus,39천원,수업 #4
2025-11-25, Income ,fuel,약 만원,게임 결제 #6
2024.12.05,buy,uber,65천원,교통비 현금
2025년08월26일,payback, coffee ,57원,여행 준비 #1
2024.10,income,monthly pay,200.1,환불 #5
2024년11월22일,수입,hospital,9.2,저녁 카드
31/31/2026,입금,electricity,48.4,수업 확인필요
2026.03,incomee,CLOTHES,70000,온라인 주문
2026-02-30,salary,monthly pay,50000,점심 카드
20250601,출금,bus!!,217.9,여행 준비 카드
2025/05/29,payback,, 14 ,마트 장보기 확인필요
2024-12,refund,Cafe,-65원,환불 현금
2025/05/16,payment,starbucks,약 236만,온라인 주문
2024/02,bonus,PET,199000,친구 만남
2024.01.01, Income ,salary,3천원쯤,친구 만남 memo
2024년07월15일,출금, gift ,241만 원,수업 카드
2025/10/24,used,transport,206000,월급 urgent
08/19/2025,spend,Food!!, 93 ,출장 urgent
2025-02, Income ,hospital,39원,마트 장보기 현금
20250609,payback,bus,약 48만,병원 memo
2024/04,salary,bus,-49원,점심
2025-06,payment,income bonus,61000,점심
01/22/2026,allowance,meal,36000,온라인 주문 #3
2025-03-27,used,shop,약 167만,게임 결제 확인필요
2024-11-05,expnse,netflix,abc123,마트 장보기
2024-08-11,지출,medical,205천원,교통비 memo
2024/03,payment,pay, 182 ,교통비 카드
20260404,수입,monthlypay,-43원,점심
2025년10월28일,용돈,book,149000,교통비 #2
2024.11,지출,MONTHLY PAY, 2 ,마트 장보기 현금
2026/03,payback,gas,197원,not_available
2025-08,salary,,231천원,출장 memo
12/25/2024,allowance, congrats ,237.0,여행 준비 #2
2026/04,payback,pharmacy,126000,환불 urgent
2025.12,used,clinic,45000,친구 만남
2025년06월22일,salary,congrats,31원,수업 환불건
2024/08/10,입금,course,not_available,교통비
2026-01,spend,food!!,25만 원,
20241031,expnse, food ,78원,월세
2025/03/08,used,present,3천원쯤,점심
2024년10월13일,used,present,12천원,
not_available,allowance, lunch ,87천원,마트 장보기
2026.02.17,buy,train,178천원,친구 만남 현금
20250726,used,monthly pay,17000,환불 현금
2025년06월29일,buy,fuel!!,30만 원,수업
2026.03,payment,transport,169천원,카페 memo
2026-04,payment,pharmacy!!,36원,출장 현금
2024-03,allowance,fashion,not_available,친구 만남 #6
11/03/2025,payback,congrats,173000,저녁 카드
2025/11,buy,present,약 196만,환불 urgent
31/31/2026,used,hospital, 28 ,점심
01/24/2024,출금,gas123,246천원,게임 결제 urgent
2025.02,income,vet,무료,저녁 urgent
2026-02-11,buy,monthly pay,158.4,저녁
20240821,incomee,subway123,42000,
2024/05/04,expnse,restaurant,63원,
2024/12, Expense , FOOD ,-230원,
2024.09,refund,monthly pay,-,친구 만남 #3
2026-04, Income ,travel,not_available,병원
2025.01.04,salary,event gift,243000,온라인 주문 memo
2024/05/02, Expense ,internet, 70 ,온라인 주문 memo
2026-02,buy,LATTE,3천원쯤,마트 장보기
2024년05월16일,payback,hotel, 243 ,교통비 카드
not_available,,flight, 150 ,출장 urgent
04/22/2026,other,event gift,-74원,카페 urgent
2026-04-06,income,subway,약 33만,기념일 환불건
20240821,salary,salary,6.4,
01/04/2025,지출,VET,16만 원,카페 urgent
2025.03.26,refund,travel, 32 ,기념일 #1
12/10/2025,입금,uber,118만 원,카페
05/26/2025,spend,hotel, 91 ,월급 환불건
2026/01/13,spend,tour,28만 원,온라인 주문
2024/08,buy,groceries,182원,온라인 주문 memo
2024/04/11,allowance,Food,241원,교통비 환불건
2024-10,buy,dog food,108천원,출장 urgent
2026년02월09일,used,trip,56만 원,친구 만남
2026-13-40,용돈,Cafe123,161000,병원 #6
2024-03,,dinner,144000,기념일 환불건
2024.08,payment,bakery,약 71만,저녁 환불건
2025-01-17,출금,food,45원,교통비 카드
02/09/2026,bonus,congrats,34000,
20250927,지출,mart,??,저녁
2024/10/16,expense,,239원,수업 memo
2026.03,수입,eatout,78000,월세 #3
09/28/2025,buy,gas,,저녁 #5
2024-10,expnse, electricity ,99000,출장
2026/01,expense,birthday gift,145만 원,기념일 memo
2025/09/27,unknown,event gift,110000,
2024.08,지출,SALARY,148000,온라인 주문 현금
05/30/2024,,MART,약 만원,친구 만남 환불건
2026.03.16,expnse,book,약 241만,교통비 #8
2026.03,payback,Salary,64원,기념일 memo
12/23/2025,allowance,eatout,1.5,출장 현금
2026-13-40,salary,dessert,151만 원,온라인 주문 환불건
2024.01,출금,bonus,십만원,월세
2026/01/20,used,utility, 170 ,카페 환불건
2024-03,used,pharmacy123,129천원,게임 결제
20250515,bonus,Shopping,129천원,교통비
2025년12월31일,buy,TRANSPORT,32000,점심 urgent
2024-09,용돈,tour123, 119 ,not_available
2025년07월15일, Expense ,tour,103천원,월세 memo
2026/01,salary,salary, 129 ,환불 urgent
2024.11.24,payback,fuel,129천원,온라인 주문
not_available,지출,incomebonus,-120원,온라인 주문
2025.05.05,allowance,meal,66000,출장 #4
2024/03/21,incomee,rent,137000,환불 memo
2025/02/06,salary,fuel,약 182만,월세 #9
2025/04/12,지출,pay,225000,기념일 확인필요
2024.03,buy,event gift,154만 원,수업 urgent
09/09/2025,출금,lecture,약 176만,기념일 환불건
2025년04월13일,expense, FOOD ,218천원,
2025-11,buy,lecture,26.1,친구 만남 urgent
2026/01,salary,electricity,25천원,카페 memo
2026-13-40,refund,mall,십만원,
abcd,입금,rent,16원,기념일 환불건
2024년01월15일,payment,pet,226만 원,not_available
01/05/2024,??,transport,12..3,카페 환불건
2025년10월20일,지출,PAY,92천원,월급 환불건
2024/07, Income ,present,-148원,월세
2024-12-20,unknown,mall,112원,여행 준비
2026.04,payment,pet,155.3,월급 환불건
2024-09, Income ,book,약 만원,병원 현금
not_available,spend,mall,-54원,수업 urgent
2025-12-07,used,bakery,82원,월세 memo
2024-04-18,payment,hotel!!,3천원쯤,
abcd,refund,event gift,115.4,월급
2024.11,payment,flight,183000,수업 urgent
2026/02/28,allowance,rent,약 81만,기념일 환불건
2025/11,입금,gas,-11원,카페 환불건
2024.06.06,출금,cat snack,3천원쯤,환불
2024-12,지출,study,102천원,수업 #5
,expense, bakery ,37원,환불 #5
2024-06,salary,STARBUCKS, 174 ,저녁 환불건
08/05/2024,출금,TRANSPORT,130원,병원 현금
2025년07월29일,expense,uber!!,41.5,not_available
2025.08.16,allowance,Salary,218원,여행 준비
10/09/2025,출금,dog food,약 만원,카페 urgent
2025/03,income, fashion ,"1,2,3",병원 카드
2025.09.22,salary,shopping,-204원,친구 만남 확인필요
2024/11,payment,shopping, 59 ,카페
2025년08월16일,allowance,trip,53천원,카페
2026-02-30,buy,hospital,-,not_available
2025/08/16,bonus,coffee, 195 ,점심
abcd,bonus,gas,,점심
2025.04,출금,hospital,168만 원,월세 memo
2024.08.05,incomee,starbucks,131.7,여행 준비 환불건
2025/09/25,income,VET,약 137만,저녁 현금
20260120,수입,tuition,30원,점심 memo
2025년12월28일, Income ,latte,42천원,not_available
2024/08/13,용돈,congrats,191000,점심
2025/06/01,allowance,hobby,154원,병원
2024-08-27,income,Shopping,242000,not_available
2024-01, Expense ,SHOPPING,115000,여행 준비 카드
2025.05,용돈,pay,not_available,점심 확인필요
2024-10-28,수입, shopping ,114원,카페 카드
2024/01/27,payment, Shopping ,212000,
20250127,입금,shopping,-,
10/15/2025,used,MEDICAL,139000,수업 카드
2024/07/18,salary,HOBBY, 140 ,월급
31/31/2026,other,electricity,119천원,여행 준비 urgent
2026-01-25,income,travel,약 20만,저녁
2025-07-22,payback,electricity, 118 ,환불 현금
2025.10.13,used,internet,246원,출장 환불건
2025-10-04,salary,vacation123,171천원,마트 장보기 urgent
2024.09.29,payment,latte,174000,수업 확인필요
2024.06,bonus,rent,15.6,저녁 urgent
2024/05/16,bonus,congrats,55천원,수업 #3
2025-04-15,salary, tour ,약 168만,환불
12/13/2024,spend,train,-196원,마트 장보기 urgent
2025/06/01, Expense ,Food,193천원,병원
2025.05,용돈,utility,136.5,월급 #6
2024.03, Income ,gift,72천원,카페 memo
20260412,payback,hospital,십만원,카페 카드
2026/04,other,Food,4천원,월급 확인필요
2025/09,용돈,pet,-220원,저녁 memo
not_available,spend, shopping ,82원,수업
2026-02-18,용돈,vacation,247.3,교통비 카드
03/22/2024,spend,groceries,159만 원,온라인 주문
2025/10/24,salary,tuition,58.2,수업 memo
20240622,지출,cat snack, 121 ,게임 결제
2024-01,용돈,birthday gift,54천원,월급 memo
09/11/2025, Expense ,hotel,약 15만,점심 카드
2025/07,출금,eatout,174천원,not_available
2024.03.24, Income ,dessert,-80원,점심 urgent
2024-10-27,payment,mall,165000,여행 준비 환불건
2025-03,지출,bakery,-208원,환불
20241204,출금, transport ,-84원,교통비 현금
2025-03,payment,netflix123,약 244만,카페 memo
2025-03-24,salary,internet,73원,여행 준비 카드
2025년12월25일,used,latte,19000,점심
2024-05-24,bonus,SALARY,135천원,병원 현금
2024년07월12일,expense,BIRTHDAY GIFT,"1,2,3",
2026년04월28일,payback,restaurant,-168원,점심
20250720,refund,food, 125 ,월세 환불건
2025-03,used,,15000,여행 준비 #5
2026/01/26,income,taxi,-61원,환불 #4
2024년03월25일, Income ,birthday gift,8천원,수업 확인필요
abcd, Income ,lunch,112원,수업 카드
01/22/2026,used,vacation,3천원쯤,여행 준비
2025-11-13,payback,bakery,-,친구 만남 현금
2024/03,지출,, 101 ,온라인 주문
2025-08-21, Income ,tuition,225.8,여행 준비 환불건
2026/03/17,used,cat snack,176000,not_available
2025년11월26일,buy,rent,179원,친구 만남 환불건
2024.02,allowance,Cafe,77원,친구 만남 urgent
2024.11.27,spend,birthday gift,52.8,여행 준비 memo
2025/03, Expense , event gift ,214천원,수업 현금
2024년02월14일,payment,MONTHLY PAY,95000,친구 만남 #4
